denekId,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40,trial_41,trial_42,trial_43,trial_44,trial_45,trial_46,trial_47,trial_48,trial_49,trial_50,trial_51,trial_52,trial_53,trial_54,trial_55,trial_56,trial_57,trial_58,trial_59,trial_60
8,0.0,4.0,3.7543790665005035,-0.4761594562557021,-0.4469207737206675,3.5805225006897294,3.3606596809308886,-0.8457024110702029,3.2062281428472565,-0.9906510445173686,-0.929819885935717,3.1272759211567647,2.935244813390509,-1.2449945793881239,-1.1685453966903427,2.9032094061025626,-1.2750628450152952,2.8032326865505,-1.3689004707712091,2.715157182103472,-1.4515676783130576,-3.36243382626682,2.844037207542665,-1.3306015609133177,-3.2488956615364635,-3.0493964652292007,-0.8621475636292852,-0.8092071912810499,3.2404823651481895,-0.9585002107308993,-0.8996432816011022,3.155599524059751,-1.0381708011527797,-2.9744216808250132,-0.7917766233586678,-2.743157395020559,-0.5747131749953098,3.460577221638892,-0.7519203302676178,-2.7057484869082224,-0.5396013696159105,-2.506467021585244,-0.3525568291783765,3.6690920051952274,-0.5562094456576707,3.477944725158248,3.2643807176449933,-0.9360693421464368,3.12141021426313,-1.0702607084024134,2.995458900168995,-1.188477952660726,2.8845008133832986,2.707377367767483,-1.458869771334132,-1.3692875325618106,-1.2852061120675469,2.7937122691787755,-1.3778362846923966,2.7067700739215095
15,4.0,-0.5632901730403264,3.516033781720624,3.020896962390363,-1.4045134307801028,2.793273722585294,-1.600082187050723,2.6252454559549134,2.25555171416537,1.9379191853219657,1.6650164770124212,1.4305446221495908,1.2290916902114528,1.0560078724960436,0.9072981581884827,0.7795301240571924,-5.330245290560389,1.420373407456398,1.2203528118394003,1.0484996252015844,-5.099152758626545,1.6189229013149058,1.390942061009751,-2.8049339375490616,-4.409936006786888,-1.7889176026969498,-1.536997676202437,2.6794462455452255,2.3021198107188696,-2.0220705559159793,-1.7373174375805642,2.507336022429619,-3.8457534130565367,-3.304184636678776,-2.8388809527407823,-2.4391025169632217,3.9043781027476054,-2.6454463515302846,-2.272907868249686,3.727092131750314,3.202233538792596,2.7512868677470914,2.363843653792882,-3.9690388214034353,2.589891319724593,2.2251762373137667,-4.088178739626657,2.487528987789364,2.1372288292956894,1.8362588300255034,1.5776721914975305,-4.644499618939858,2.0095506295697323,1.7265605991038244,1.4834219444453733,1.27452269350076,1.0950411663592936,-5.059165315661908,-4.346720789137205,-1.734604512769435
16,0.0,4.0,-0.11701161984508213,-0.11358869005038974,-0.11026589089567063,3.8929597067311703,-0.22092067358789214,3.785541897880554,-0.32519619948505296,3.6843167340322496,-0.4234602332356143,3.5889272087221045,3.483940662172439,-0.6179747229087971,3.4001028329289213,-0.6993600521012948,-0.6789017389634666,3.340958109084473,-2.756774620960161,-0.676130954973571,-0.6563521604063562,-0.6371519530368643,3.381486592491211,3.2825682865732553,3.1865436284572475,-0.9066720294609545,3.119850761247909,-2.971413936564223,-0.8844914470773153,-0.8586175028369061,3.1664995533716653,-2.9261297571230216,-0.8405319614335562,-0.8159439598488301,-2.7920752287376494,-2.7103989174266694,-0.6311118754880565,-2.6126500197744753,-0.5362224170489513,-2.5205363536449155,-2.4468033432403136,-2.3752272375815857,3.6942550590608096,-2.413812633084589,-0.34320160153465107,3.6668380422975977,3.559572377537895,3.4554445450750153,3.3543627541989953,3.2562378993447867,3.160983481543967,-2.9314844678257845,3.1542699687069637,3.0619984090901893,-3.0275739393624876,-1.0275739393624876,-0.9975144165736385,-0.9683342221481128,3.0599923668231317,2.9704787009342413
18,-2.0,0.09304078595996756,4.0887124920339435,-0.10149601987764445,-0.0967743851470324,3.9077275972804038,3.7259385737961916,-0.44739355287608706,-2.4265806289795804,3.686304855478166,3.5148165049572997,-0.6486941401058468,3.38148336621569,3.224175431164058,-0.9258144769301024,-2.882745223636756,3.2513612170279966,-2.899893384508024,3.235010795339344,-0.9154831781543318,3.127105459059972,-1.0183687157853503,-2.9709938029284944,3.1672179963248355,3.0198777704825277,-1.1206081301518367,-1.0684769995606085,2.981228970349025,2.842541027085076,-1.2896950985566482,-3.2296979757474342,-1.0794511567090055,-1.0292346646962045,3.0186457363740846,-3.12178284954939,-2.976556284590179,-0.8380857165040037,-0.7990976396213263,3.238076696603235,3.087440096177925,2.9438111696015694,-1.193136082867161,-1.1376309234135822,-3.0847078857902006,3.0587939372852144,-3.0835023587220856,-0.9400566172396272,-0.8963248139822055,3.1453725686019576,2.9990486006421335,2.8595316811741913,2.7265051436272545,-1.4003329471162322,-1.3351889081135662,2.7269246045943922,2.600067000361874,2.4791108617307525,-1.6362183497979084,2.439899170835751,2.3263941025769355
20,4.0,3.3574769056246154,2.8181627929506607,-1.6345208765943977,2.628033476268252,2.205890425944758,-2.148443459638007,2.196662675306285,1.8438110504471092,1.5476382550529078,1.2990399249003293,-4.909625863165703,-2.1209888627090416,2.2197072190918434,1.8631539313372762,-2.436125925977846,1.955190866084,1.6411270447413049,1.3775115379787266,1.1562407939987551,-3.0294870592020278,1.45714179071014,1.2230799776324481,-4.973384305341796,-2.1745057369952505,2.174786801722553,1.8254491153601728,1.5322258118036665,-2.713896805666815,1.7220385376813132,-4.554573844784851,-1.8229691247067628,2.469855816032581,2.0731209656380076,1.740113941173953,-2.539401907338256,-4.131495814496824,-1.467850445714462,-3.2320684930992765,3.287101169255557,2.7590915655568007,2.315896552965156,-2.0561077019009586,2.2741664688476573,1.908865349675473,-2.3977571681293854,1.9873964206774275,-2.331840603813628,2.042724756274496,1.7146002984348234,1.439182726092998,-2.791994308542221,-4.3435141028914686,-1.6458120724282317,2.618555993956006,-3.8020646810519496,-1.1913360900807355,3.000029147679201,2.518132144883404,-1.886357369560748
21,-2.0,4.0,-0.4206982025375794,3.623548541867008,-0.7575565477257711,3.3221191217614305,2.972716735976242,-1.3399374108934046,2.8009899041755237,-1.4936029503276136,2.6634860687992994,-1.6166448816076375,2.5533850173508403,2.284833895554369,-1.9554724826847956,-1.7498065430404979,2.4342285738209104,2.1782096774278923,1.9491174534169238,-2.2558800988798575,-2.0186189231950946,2.1936884149540354,1.9629682216793665,-2.2434860789453577,-2.0075284387377597,-3.7963875373077474,-1.3971041840373881,-3.250164379291823,-0.908329801211889,3.1872033774584008,-1.148009305546212,2.9727320572887144,-1.3399237009930864,2.8010021721432365,-1.4935919726378923,-1.3365041080845628,-3.195937889095746,-0.8598065577546645,-0.7693767894103116,-2.6884579313155488,3.594299423510039,3.2162705967969063,-1.121999217939825,-1.0039934543808613,3.10160110602352,2.775391603450354,-1.5165089612770095,-1.3570108127416671,2.785712189694453,-1.5072738380534174,2.6512530105468306,2.372408666544481,-1.8771083488804785,-1.6796843217949036,-1.5030242780424863,2.655055624993218,-1.624188657274766,2.546634654899589,-1.7212065005594526,2.459820619685887
24,-2.0,4.096228788523397,3.899141221606263,3.711536403587859,-0.4670419222510138,-0.4445704830670869,-0.42318024356768325,3.5971808175150937,-0.5758953585694462,3.4518134977662465,-0.7142684177831309,3.3200981744787663,3.1603536619243497,-2.991704840171881,-0.8477607739772193,-0.8069712778584766,-0.7681443436377271,-0.7311855438380479,3.3039950056966303,3.14502528735386,-3.006295699284895,-0.8616496027422533,-0.8201918540404769,3.21927118019506,3.0643778973958318,2.9169372110736944,2.7765905440634757,2.642996571923102,2.5158303928292765,-3.605217262586875,-3.431754417815689,-1.2666376327475795,-1.2056941302988582,-1.1476828875546432,-1.0924628206154345,-3.0398996337480964,-0.8936367042539479,3.1493600844612515,-1.0021694683145732,-0.953950691399049,3.091948068273145,-3.0568191401204463,3.090257861174015,2.9415719760711756,2.800040022265324,2.6653177926855154,-1.4629223584244753,-1.3925347352969863,-1.3255337700197973,-1.2617565156018693,-3.201047865147934,2.9529686138863616,2.810888317755412,2.675644129009326,2.5469071324821724,2.4243642385619935,-3.692282578246141,-1.5146306385508055,-1.4417551028467241,-1.3723859293995413
27,4.0,-0.36726836523088835,3.666453147793954,3.3298100843474714,-0.9759233922044341,3.113683055006942,2.8277937336420624,2.5681539382008447,-1.6676464864352285,-3.5145280367212033,2.808165704929977,2.5503280979932073,2.316164390155116,-3.8964990871394507,-1.538733874675112,-1.3974518060057823,2.730858154064392,2.480118701584224,-1.7475985836931236,2.4128608350350738,-1.8086810285681683,2.35738680257842,2.1409384032784584,-2.055636333579568,-3.866893784643822,-1.5118468449419171,2.6269665348634064,2.3857661086695225,2.166712004030944,1.9677708101192977,1.7870958179739036,-2.376990121920654,-4.158741802858712,-1.7768982270203928,-3.6137486002655317,-1.2819447150717984,-1.1642402801165992,-3.0573431240130056,-0.776626771236467,-0.705319160069827,-2.6405588063486096,3.6018896226773105,3.2711745943116113,2.970824857902201,2.6980523606649442,-1.5496749592872439,2.5926116879469236,-1.6454343761307664,2.505644622223297,2.275583621159918,2.066646152037521,-2.123107286404861,2.071830249167064,-2.1183991779948084,2.0761060727573444,-2.114515948089533,2.0796327557878382,1.8886869251631362,1.7152731853037313,1.5577817906310116
28,0.0,0.0,0.0,4.0,3.70114115048046,-0.5753885460550445,-2.532398556329862,-0.3431911265624401,-0.3175497002499985,3.7061759342704987,3.429270065312227,3.1730531387094745,-1.0640206139152952,3.0154773802196546,-1.209823144931506,2.8805684433725793,-1.3346523993645758,-3.2349342292189283,3.006762951285009,-1.2178864778147447,2.873107560086535,-1.3415558449018037,2.7586781141915884,-1.4474357276589198,-1.3392909835785138,-3.239226242947472,3.002791614127724,-3.2215610976585594,-0.9808630868327737,3.092421816583983,-3.1386275899993707,-2.904125932344996,-2.6871449985948743,-0.4863757329018119,3.549963690090503,-0.7152708259736444,-0.6618295719373006,3.3876188341744973,-0.8654861326735315,3.1991784147979505,-3.0398472803156147,2.9601527196843853,-1.261014239367368,2.8332020768339046,-1.3784798014508333,2.7245129204360468,-1.4790482787896129,-3.368541612043883,-1.3685416120438831,2.73370858087988,-3.470539669470984,-3.211239296263478,3.028687524139832,2.8024000068851787,-1.406980503602635,2.6981416400481417,-1.5034492365482466,2.6088805407382134,2.413958781503479,2.233600545446549
29,4.0,-2.1307560612479106,-0.13075606124791062,3.8735182256403564,3.746896729051174,-0.37558563549717894,3.636691889092547,-0.4821879877549442,3.533574262760029,-0.5819348004213438,3.437088075180202,-0.6752669495379795,3.34680686211514,3.237403041353226,-0.8684244762366125,-0.8400365352356176,3.18742343192732,3.0832296985552916,-1.0175580442711265,-0.9842950737811216,3.047880562957214,-1.0517516514343734,2.9826290744037625,-1.1148701330793718,2.9215738737717265,-1.1739294993230716,2.8644451000554825,-1.2291907896805507,-3.189009753135341,-3.084764164485054,3.016073738521638,-1.0825187420989497,2.952867729637026,2.856341391208676,-1.23702959626478,2.803407683148889,-1.2882329535312809,-3.2461218867879027,-3.140009358726147,-3.0373655447189947,3.061922944080398,-1.0381683019227421,2.9957683975952203,2.8978396785750915,-1.1968878470495063,2.8422372381094148,-1.250672698487417,-1.2097894394962894,2.829757386015674,-1.2627445965049744,2.7785332809452936,-1.3122942360203669,2.730603370354723,2.6413426349702593,-1.445000254868463,2.602235380588744,-1.4828291316126916,2.5656430925756424,-1.5182252537626324,2.5314040348046456
