true_alpha,true_tau,rec_alpha,rec_tau
0.1,0.5,0.0326019456751954,1.1561203579502202
0.1,0.5,0.05281458364959166,0.816812650406304
0.1,0.5,0.7198154143731994,0.5006849350477356
0.1,0.5,0.1832719046012703,0.3578677917748733
0.1,0.5,0.28327751721471606,0.3645203696381537
0.1,0.5,0.015511732752481723,0.9079492881268474
0.1,0.5,0.021961400935243226,0.83943262682075
0.1,0.5,0.26554231667225914,0.38154363482088083
0.1,0.5,0.017679554752406672,0.8819715890038027
0.1,0.5,0.037199019529372254,0.9173561088535344
0.1,0.5,0.024123825742231444,0.9689214720173059
0.1,0.5,0.1122593747807426,0.45574657994952833
0.1,0.5,0.030065962732417118,1.043501690224221
0.1,0.5,0.8437497181246627,0.33101457710059323
0.1,0.5,0.7758932309537313,0.44875938733043563
0.1,0.5,0.2449919208883449,0.5266620294491606
0.1,0.5,0.9829571828219102,0.40820708715977083
0.1,0.5,0.19163689461956282,0.6122175399132247
0.1,0.5,0.2044041805321629,0.9303736653749527
0.1,0.5,0.1919960464716903,0.5512869101823111
0.1,0.5,0.9593363385968621,0.38703698005024495
0.1,0.5,0.2476837164774199,0.34443100856267006
0.1,0.5,0.0370063415689662,0.9209095289870622
0.1,0.5,0.09769316778489345,0.808334961725772
0.1,0.5,0.45395960795494494,0.6066616793477505
0.1,0.5,0.4405118741246066,0.7967563721369331
0.1,0.5,0.014301988361096071,0.9074950908836912
0.1,0.5,0.0373236029916775,0.8117719436496337
0.1,0.5,0.13904935500416668,1.1935355638885603
0.1,0.5,0.22411533389782343,0.5352911856267647
0.1,1.5,0.07089126679064389,1.808993934277741
0.1,1.5,0.5394190738184848,1.2969739226720458
0.1,1.5,0.24712321468905035,2.517420406346997
0.1,1.5,0.10921553977306618,1.5771365340324364
0.1,1.5,0.3422445615312142,1.3796621294715317
0.1,1.5,0.0930817585255297,1.3395689210635604
0.1,1.5,0.13491950021224225,1.246947819984128
0.1,1.5,0.05434453010761711,2.2955074066719554
0.1,1.5,0.11796308086488107,1.0517702023293392
0.1,1.5,0.0388665218224646,1.9607191545988893
0.1,1.5,0.058240284188702175,2.0131865822058077
0.1,1.5,0.2010969882790385,1.7858616005301415
0.1,1.5,0.18151370553560484,1.747391218783691
0.1,1.5,0.05533911084727533,2.1305126867760444
0.1,1.5,0.05383981364708391,1.8602799540304256
0.1,1.5,0.37714914729890764,1.3067594577645338
0.1,1.5,0.18295493227638734,1.263506209972461
0.1,1.5,0.3206595160245758,1.1071778960362673
0.1,1.5,0.09248537871264251,1.2356077646273358
0.1,1.5,0.05299238935652864,1.5161721581937115
0.1,1.5,0.2447711465432588,1.219738830913328
0.1,1.5,0.09368720299316662,0.8656328325667012
0.1,1.5,0.05785767359774247,3.537851236463448
0.1,1.5,0.14617250084813146,1.2762647686326696
0.1,1.5,0.08222076655688867,1.6692622063478482
0.1,1.5,0.08490194367980158,1.1096109963917637
0.1,1.5,0.12658610557550234,1.4388363511640332
0.1,1.5,0.0744783766646337,1.4727079749646397
0.1,1.5,0.08404506230665254,1.6099532698866028
0.1,1.5,0.059854077321846534,1.5752694358893446
0.1,3.0,0.15953691180526167,1.8461044933535278
0.1,3.0,0.0977228157993985,3.2195904577700096
0.1,3.0,0.12463342359453414,1.8392234331938364
0.1,3.0,0.16985942667989642,3.009228973039424
0.1,3.0,0.16806076506564985,3.8236868305905523
0.1,3.0,0.09376835026863198,3.6676124780193806
0.1,3.0,0.10465920572935894,2.667298782575855
0.1,3.0,0.1015681869745471,2.040978264230448
0.1,3.0,0.16739240946872552,3.129486189947598
0.1,3.0,0.10480504061044423,3.6416345687288105
0.1,3.0,0.11191410312989752,2.4726749160459316
0.1,3.0,0.11120727068592988,2.9430509819163575
0.1,3.0,0.08814490174137533,2.937367827242858
0.1,3.0,0.07380948147928346,2.3272378875448485
0.1,3.0,0.14167120704052352,1.2578388125778688
0.1,3.0,0.21770647389910597,2.8670081263908718
0.1,3.0,0.12943562637220696,3.0905118017947952
0.1,3.0,0.0871278968760991,3.00528958609334
0.1,3.0,0.15760422411333794,2.1743772012817106
0.1,3.0,0.07752417849687572,2.8252073179442574
0.1,3.0,0.16809039283713265,2.160576701457862
0.1,3.0,0.20442012073368637,2.5435359936240607
0.1,3.0,0.14551275261436772,3.5965556960011877
0.1,3.0,0.15525553512301085,2.460191053239465
0.1,3.0,0.07598930513373042,2.4703495444154915
0.1,3.0,0.09375527064777263,2.9072759146913167
