denekId,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40,trial_41,trial_42,trial_43,trial_44,trial_45,trial_46,trial_47,trial_48,trial_49,trial_50,trial_51,trial_52,trial_53,trial_54,trial_55,trial_56,trial_57,trial_58,trial_59,trial_60
8,2.0,2.0,2.2456209334994965,2.476159456255702,2.4469207737206675,2.4194774993102706,2.6393403190691114,2.845702411070203,2.7937718571527435,2.9906510445173686,2.929819885935717,2.8727240788432353,3.064755186609491,3.244994579388124,3.1685453966903427,3.0967905938974374,3.275062845015295,3.1967673134495,3.368900470771209,3.284842817896528,3.4515676783130576,3.36243382626682,3.155962792457335,3.3306015609133177,3.2488956615364635,3.0493964652292007,2.8621475636292852,2.80920719128105,2.7595176348518105,2.9585002107308993,2.899643281601102,2.844400475940249,3.0381708011527797,2.9744216808250132,2.791776623358668,2.743157395020559,2.57471317499531,2.539422778361108,2.751920330267618,2.7057484869082224,2.5396013696159105,2.506467021585244,2.3525568291783765,2.3309079948047726,2.5562094456576707,2.522055274841752,2.7356192823550067,2.936069342146437,2.87858978573687,3.0702607084024134,3.004541099831005,3.188477952660726,3.1154991866167014,3.292622632232517,3.458869771334132,3.3692875325618106,3.285206112067547,3.2062877308212245,3.3778362846923966,3.2932299260784905
15,2.0,2.5632901730403264,2.483966218279376,2.979103037609637,3.404513430780103,3.206726277414706,3.600082187050723,3.3747545440450866,3.74444828583463,4.062080814678034,4.334983522987579,4.569455377850409,4.770908309788547,4.9439921275039564,5.092701841811517,5.220469875942808,5.330245290560389,4.579626592543602,4.7796471881606,4.951500374798416,5.099152758626545,4.381077098685094,4.609057938990249,4.804933937549062,4.409936006786888,3.7889176026969498,3.536997676202437,3.3205537544547745,3.6978801892811304,4.022070555915979,3.7373174375805642,3.492663977570381,3.8457534130565367,3.304184636678776,2.8388809527407823,2.4391025169632217,2.0956218972523946,2.6454463515302846,2.272907868249686,2.272907868249686,2.797766461207404,3.2487131322529086,3.636156346207118,3.9690388214034353,3.410108680275407,3.7748237626862333,4.088178739626657,3.512471012210636,3.8627711707043106,4.163741169974497,4.4223278085024695,4.644499618939858,3.9904493704302677,4.273439400896176,4.516578055554627,4.72547730649924,4.904958833640706,5.059165315661908,4.346720789137205,3.734604512769435
16,2.0,2.0,2.117011619845082,2.1135886900503897,2.1102658908956706,2.1070402932688297,2.220920673587892,2.214458102119446,2.325196199485053,2.3156832659677504,2.4234602332356143,2.4110727912778955,2.516059337827561,2.617974722908797,2.5998971670710787,2.699360052101295,2.6789017389634666,2.659041890915527,2.756774620960161,2.676130954973571,2.6563521604063562,2.6371519530368643,2.618513407508789,2.7174317134267447,2.8134563715427525,2.9066720294609545,2.880149238752091,2.971413936564223,2.8844914470773153,2.858617502836906,2.8335004466283347,2.9261297571230216,2.8405319614335562,2.81594395984883,2.7920752287376494,2.7103989174266694,2.6311118754880565,2.6126500197744753,2.5362224170489513,2.5205363536449155,2.4468033432403136,2.3752272375815857,2.3057449409391904,2.413812633084589,2.343201601534651,2.3331619577024023,2.440427622462105,2.5445554549249847,2.6456372458010047,2.7437621006552133,2.839016518456033,2.9314844678257845,2.8457300312930363,2.9380015909098107,3.0275739393624876,3.0275739393624876,2.9975144165736385,2.968334222148113,2.9400076331768683,3.0295212990657587
18,2.0,1.9069592140400324,1.9112875079660567,2.1014960198776444,2.0967743851470324,2.0922724027195962,2.2740614262038084,2.447393552876087,2.4265806289795804,2.313695144521834,2.4851834950427003,2.648694140105847,2.61851663378431,2.775824568835942,2.9258144769301024,2.882745223636756,2.7486387829720034,2.899893384508024,2.764989204660656,2.915483178154332,2.872894540940028,3.0183687157853503,2.9709938029284944,2.8327820036751645,2.9801222295174723,3.1206081301518367,3.0684769995606085,3.018771029650975,3.157458972914924,3.289695098556648,3.2296979757474342,3.0794511567090055,3.0292346646962045,2.9813542636259154,3.12178284954939,2.976556284590179,2.8380857165040037,2.7990976396213263,2.761923303396765,2.912559903822075,3.0561888303984306,3.193136082867161,3.137630923413582,3.0847078857902006,2.9412060627147856,3.0835023587220856,2.940056617239627,2.8963248139822055,2.8546274313980424,3.0009513993578665,3.1404683188258087,3.2734948563727455,3.4003329471162322,3.335188908113566,3.2730753954056078,3.399932999638126,3.5208891382692475,3.6362183497979084,3.560100829164249,3.6736058974230645
20,2.0,2.6425230943753846,3.1818372070493393,3.6345208765943977,3.371966523731748,3.794109574055242,4.148443459638007,3.803337324693715,4.156188949552891,4.452361744947092,4.700960075099671,4.909625863165703,4.120988862709042,3.7802927809081566,4.136846068662724,4.436125925977846,4.044809133916,4.358872955258695,4.622488462021273,4.843759206001245,5.029487059202028,4.54285820928986,4.776920022367552,4.973384305341796,4.1745057369952505,3.825213198277447,4.174550884639827,4.4677741881963335,4.713896805666815,4.277961462318687,4.554573844784851,3.8229691247067628,3.530144183967419,3.9268790343619924,4.259886058826047,4.539401907338256,4.131495814496824,3.467850445714462,3.2320684930992765,2.712898830744443,3.2409084344431993,3.684103447034844,4.056107701900959,3.7258335311523427,4.091134650324527,4.397757168129385,4.0126035793225725,4.331840603813628,3.957275243725504,4.285399701565177,4.560817273907002,4.791994308542221,4.3435141028914686,3.6458120724282317,3.381444006043994,3.8020646810519496,3.1913360900807355,2.999970852320799,3.481867855116596,3.886357369560748
21,2.0,2.0,2.4206982025375794,2.376451458132992,2.757556547725771,2.6778808782385695,3.027283264023758,3.3399374108934046,3.1990100958244763,3.4936029503276136,3.3365139312007006,3.6166448816076375,3.4466149826491597,3.715166104445631,3.9554724826847956,3.749806543040498,3.5657714261790896,3.8217903225721077,4.050882546583076,4.2558800988798575,4.018618923195095,3.8063115850459646,4.0370317783206335,4.243486078945358,4.00752843873776,3.7963875373077474,3.397104184037388,3.250164379291823,2.908329801211889,2.8127966225415992,3.148009305546212,3.0272679427112856,3.3399237009930864,3.1989978278567635,3.4935919726378923,3.3365041080845628,3.195937889095746,2.8598065577546645,2.7693767894103116,2.6884579313155488,2.405700576489961,2.7837294032030937,3.121999217939825,3.0039934543808613,2.89839889397648,3.224608396549646,3.5165089612770095,3.357010812741667,3.214287810305547,3.5072738380534174,3.3487469894531694,3.627591333455519,3.8771083488804785,3.6796843217949036,3.5030242780424863,3.344944375006782,3.624188657274766,3.453365345100411,3.7212065005594526,3.540179380314113
24,2.0,1.9037712114766032,2.100858778393737,2.288463596412141,2.467041922251014,2.444570483067087,2.4231802435676832,2.4028191824849063,2.575895358569446,2.5481865022337535,2.714268417783131,2.6799018255212337,2.8396463380756503,2.991704840171881,2.8477607739772193,2.8069712778584766,2.768144343637727,2.731185543838048,2.6960049943033697,2.85497471264614,3.006295699284895,2.8616496027422533,2.820191854040477,2.78072881980494,2.9356221026041682,3.0830627889263056,3.2234094559365243,3.357003428076898,3.4841696071707235,3.605217262586875,3.431754417815689,3.2666376327475795,3.205694130298858,3.147682887554643,3.0924628206154345,3.0398996337480964,2.893636704253948,2.8506399155387485,3.002169468314573,2.953950691399049,2.908051931726855,3.0568191401204463,2.909742138825985,3.0584280239288244,3.199959977734676,3.3346822073144846,3.4629223584244753,3.3925347352969863,3.3255337700197973,3.2617565156018693,3.201047865147934,3.0470313861136384,3.189111682244588,3.324355870990674,3.4530928675178276,3.5756357614380065,3.692282578246141,3.5146306385508055,3.441755102846724,3.3723859293995413
27,2.0,2.3672683652308883,2.333546852206046,2.6701899156525286,2.975923392204434,2.886316944993058,3.1722062663579376,3.4318460617991553,3.6676464864352285,3.5145280367212033,3.191834295070023,3.4496719020067927,3.683835609844884,3.8964990871394507,3.538733874675112,3.3974518060057823,3.269141845935608,3.519881298415776,3.7475985836931236,3.5871391649649262,3.8086810285681683,3.64261319742158,3.8590615967215416,4.055636333579568,3.866893784643822,3.511846844941917,3.3730334651365936,3.6142338913304775,3.833287995969056,4.032229189880702,4.212904182026096,4.376990121920654,4.158741802858712,3.776898227020393,3.6137486002655317,3.2819447150717984,3.164240280116599,3.0573431240130056,2.776626771236467,2.705319160069827,2.6405588063486096,2.3981103773226895,2.7288254056883887,3.029175142097799,3.3019476393350558,3.549674959287244,3.4073883120530764,3.6454343761307664,3.494355377776703,3.724416378840082,3.933353847962479,4.123107286404861,3.928169750832936,4.118399177994808,3.9238939272426556,4.114515948089533,3.9203672442121618,4.111313074836864,4.284726814696269,4.442218209368988
28,2.0,2.0,2.0,2.0,2.29885884951954,2.5753885460550445,2.532398556329862,2.34319112656244,2.3175497002499985,2.2938240657295013,2.570729934687773,2.8269468612905255,3.0640206139152952,2.9845226197803454,3.209823144931506,3.1194315566274207,3.334652399364576,3.2349342292189283,2.993237048714991,3.2178864778147447,3.126892439913465,3.3415558449018037,3.2413218858084116,3.44743572765892,3.339290983578514,3.239226242947472,2.997208385872276,3.2215610976585594,2.9808630868327737,2.907578183416017,3.1386275899993707,2.904125932344996,2.6871449985948743,2.486375732901812,2.450036309909497,2.7152708259736444,2.6618295719373006,2.6123811658255027,2.8654861326735315,2.8008215852020495,3.0398472803156147,3.0398472803156147,3.261014239367368,3.1667979231660954,3.3784798014508333,3.2754870795639532,3.479048278789613,3.368541612043883,3.368541612043883,3.26629141912012,3.470539669470984,3.211239296263478,2.971312475860168,3.1975999931148213,3.406980503602635,3.3018583599518583,3.5034492365482466,3.3911194592617866,3.586041218496521,3.766399454553451
29,2.0,2.1307560612479106,2.1307560612479106,2.1264817743596436,2.253103270948826,2.375585635497179,2.363308110907453,2.482187987754944,2.466425737239971,2.581934800421344,2.562911924819798,2.6752669495379795,2.65319313788486,2.762596958646774,2.8684244762366125,2.8400365352356176,2.81257656807268,2.9167703014447084,3.0175580442711265,2.9842950737811216,2.952119437042786,3.0517516514343734,3.0173709255962375,3.1148701330793718,3.0784261262282735,3.1739294993230716,3.1355548999445175,3.2291907896805507,3.189009753135341,3.084764164485054,2.983926261478362,3.0825187420989497,3.047132270362974,3.143658608791324,3.23702959626478,3.196592316851111,3.288232953531281,3.2461218867879027,3.140009358726147,3.0373655447189947,2.938077055919602,3.038168301922742,3.0042316024047797,3.1021603214249085,3.1968878470495063,3.1577627618905852,3.250672698487417,3.2097894394962894,3.170242613984326,3.2627445965049744,3.2214667190547064,3.312294236020367,3.269396629645277,3.3586573650297407,3.445000254868463,3.397764619411256,3.4828291316126916,3.4343569074243576,3.5182252537626324,3.4685959651953544
